#  L TT            EE            BB            TE            PP            PT            PE           
 203 5.6582772e+03 6.9394245e-01 1.4734125e-02 -1.1662259e+01 5.6858584e-08 1.4211434e-04 -3.5828493e-07
 204 5.6687323e+03 6.9606209e-01 1.4894244e-02 -1.0327333e+01 5.6578941e-08 1.4098666e-04 -3.4441519e-07
 205 5.6785568e+03 6.9915907e-01 1.5055110e-02 -8.9721120e+00 5.6301472e-08 1.3986700e-04 -3.3047909e-07
 206 5.6877579e+03 7.0326897e-01 1.5216710e-02 -7.5969710e+00 5.6026175e-08 1.3875532e-04 -3.1647972e-07
 207 5.6963209e+03 7.0842960e-01 1.5379031e-02 -6.2022948e+00 5.5753042e-08 1.3765160e-04 -3.0242018e-07
 208 5.7042383e+03 7.1467726e-01 1.5542060e-02 -4.7886900e+00 5.5482029e-08 1.3655575e-04 -2.8830344e-07
 209 5.7115398e+03 7.2204753e-01 1.5705785e-02 -3.3566966e+00 5.5213132e-08 1.3546775e-04 -2.7413258e-07
 210 5.7182106e+03 7.3057815e-01 1.5870192e-02 -1.9068765e+00 5.4946332e-08 1.3438753e-04 -2.5991063e-07
 211 5.7242582e+03 7.4030617e-01 1.6035267e-02 -4.3978289e-01 5.4681611e-08 1.3331508e-04 -2.4564068e-07
 212 5.7296972e+03 7.5126636e-01 1.6200996e-02 1.0440181e+00 5.4418944e-08 1.3225031e-04 -2.3132571e-07
 213 5.7345279e+03 7.6349646e-01 1.6367366e-02 2.5439693e+00 5.4158313e-08 1.3119319e-04 -2.1696882e-07
 214 5.7387575e+03 7.7703347e-01 1.6534361e-02 4.0595076e+00 5.3899706e-08 1.3014371e-04 -2.0257307e-07
 215 5.7423861e+03 7.9190693e-01 1.6701967e-02 5.5900421e+00 5.3643106e-08 1.2910180e-04 -1.8814149e-07
 216 5.7453989e+03 8.0816198e-01 1.6870169e-02 7.1349742e+00 5.3388487e-08 1.2806738e-04 -1.7367709e-07
 217 5.7477958e+03 8.2582816e-01 1.7038951e-02 8.6936836e+00 5.3135832e-08 1.2704043e-04 -1.5918293e-07
 218 5.7495768e+03 8.4493498e-01 1.7208299e-02 1.0265661e+01 5.2885122e-08 1.2602088e-04 -1.4466206e-07
 219 5.7507346e+03 8.6552682e-01 1.7378195e-02 1.1850220e+01 5.2636352e-08 1.2500876e-04 -1.3011758e-07
 220 5.7512616e+03 8.8763318e-01 1.7548625e-02 1.3446836e+01 5.2389485e-08 1.2400396e-04 -1.1555248e-07
 221 5.7511653e+03 9.1128354e-01 1.7719571e-02 1.5054764e+01 5.2144521e-08 1.2300644e-04 -1.0096981e-07
 222 5.7504309e+03 9.3652225e-01 1.7891016e-02 1.6673555e+01 5.1901418e-08 1.2201615e-04 -8.6372610e-08
 223 5.7490658e+03 9.6337135e-01 1.8062943e-02 1.8302388e+01 5.1660182e-08 1.2103307e-04 -7.1763945e-08
 224 5.7470774e+03 9.9186773e-01 1.8235334e-02 1.9940741e+01 5.1420771e-08 1.2005712e-04 -5.7146844e-08
 225 5.7444658e+03 1.0220334e+00 1.8408173e-02 2.1587794e+01 5.1183179e-08 1.1908826e-04 -4.2524350e-08
 226 5.7412234e+03 1.0539127e+00 1.8581440e-02 2.3243024e+01 5.0947388e-08 1.1812645e-04 -2.7899518e-08
 227 5.7373579e+03 1.0875351e+00 1.8755116e-02 2.4905687e+01 5.0713380e-08 1.1717166e-04 -1.3275393e-08
 228 5.7328690e+03 1.1229225e+00 1.8929184e-02 2.6575111e+01 5.0481136e-08 1.1622384e-04 1.3449835e-09
 229 5.7277644e+03 1.1601118e+00 1.9103624e-02 2.8250626e+01 5.0250651e-08 1.1528294e-04 1.5958570e-08
 230 5.7220366e+03 1.1991324e+00 1.9278417e-02 2.9931562e+01 5.0021878e-08 1.1434888e-04 3.0562316e-08
 231 5.7156930e+03 1.2399989e+00 1.9453543e-02 3.1617175e+01 4.9794815e-08 1.1342167e-04 4.5153188e-08
 232 5.7087410e+03 1.2827481e+00 1.9628981e-02 3.3306793e+01 4.9569456e-08 1.1250124e-04 5.9728137e-08
 233 5.7011734e+03 1.3274094e+00 1.9804712e-02 3.4999674e+01 4.9345767e-08 1.1158754e-04 7.4284121e-08
 234 5.6929900e+03 1.3740047e+00 1.9980715e-02 3.6695074e+01 4.9123722e-08 1.1068052e-04 8.8818096e-08
 235 5.6842057e+03 1.4225634e+00 2.0156969e-02 3.8392397e+01 4.8903317e-08 1.0978014e-04 1.0332701e-07
 236 5.6748058e+03 1.4731149e+00 2.0333453e-02 4.0090825e+01 4.8684539e-08 1.0888635e-04 1.1780782e-07
 237 5.6648124e+03 1.5256663e+00 2.0510147e-02 4.1789616e+01 4.8467352e-08 1.0799914e-04 1.3225753e-07
 238 5.6542183e+03 1.5802469e+00 2.0687029e-02 4.3488100e+01 4.8251761e-08 1.0711842e-04 1.4667304e-07
 239 5.6430308e+03 1.6368712e+00 2.0864077e-02 4.5185535e+01 4.8037720e-08 1.0624414e-04 1.6105130e-07
 240 5.6312500e+03 1.6955760e+00 2.1041269e-02 4.6881029e+01 4.7825235e-08 1.0537629e-04 1.7538933e-07
 241 5.6188759e+03 1.7563758e+00 2.1218585e-02 4.8574062e+01 4.7614269e-08 1.0451480e-04 1.8968403e-07
 242 5.6059233e+03 1.8192851e+00 2.1396001e-02 5.0263745e+01 4.7404806e-08 1.0365963e-04 2.0393236e-07
 243 5.5923924e+03 1.8843258e+00 2.1573497e-02 5.1949334e+01 4.7196854e-08 1.0281073e-04 2.1813131e-07
 244 5.5782830e+03 1.9515123e+00 2.1751050e-02 5.3630236e+01 4.6990364e-08 1.0196807e-04 2.3227782e-07
 245 5.5636102e+03 2.0208666e+00 2.1928638e-02 5.5305636e+01 4.6785339e-08 1.0113161e-04 2.4636889e-07
 246 5.5483812e+03 2.0923883e+00 2.2106240e-02 5.6974865e+01 4.6581750e-08 1.0030128e-04 2.6040142e-07
 247 5.5325888e+03 2.1661067e+00 2.2283833e-02 5.8637183e+01 4.6379574e-08 9.9477048e-05 2.7437240e-07
 248 5.5162551e+03 2.2420362e+00 2.2461397e-02 6.0291774e+01 4.6178804e-08 9.8658845e-05 2.8827872e-07
 249 5.4993729e+03 2.3201765e+00 2.2638908e-02 6.1938046e+01 4.5979416e-08 9.7846674e-05 3.0211747e-07
 250 5.4819569e+03 2.4005569e+00 2.2816346e-02 6.3575184e+01 4.5781405e-08 9.7040454e-05 3.1588552e-07
 251 5.4639998e+03 2.4831621e+00 2.2993688e-02 6.5202298e+01 4.5584731e-08 9.6240139e-05 3.2958037e-07
 252 5.4455091e+03 2.5680136e+00 2.3170915e-02 6.6818723e+01 4.5389404e-08 9.5445694e-05 3.4320180e-07
 253 5.4264849e+03 2.6551107e+00 2.3348005e-02 6.8423644e+01 4.5195393e-08 9.4657050e-05 3.5675002e-07
 254 5.4069424e+03 2.7444676e+00 2.3524937e-02 7.0016173e+01 4.5002697e-08 9.3874193e-05 3.7022542e-07
 255 5.3868667e+03 2.8360759e+00 2.3701690e-02 7.1595645e+01 4.4811319e-08 9.3097052e-05 3.8362823e-07
 256 5.3662728e+03 2.9299497e+00 2.3878245e-02 7.3161246e+01 4.4621225e-08 9.2325593e-05 3.9695876e-07
 257 5.3451684e+03 3.0260884e+00 2.4054581e-02 7.4712386e+01 4.4432416e-08 9.1559745e-05 4.1021722e-07
 258 5.3235684e+03 3.1244838e+00 2.4230679e-02 7.6248028e+01 4.4244892e-08 9.0799505e-05 4.2340409e-07
 259 5.3014803e+03 3.2251498e+00 2.4406520e-02 7.7768622e+01 4.4058623e-08 9.0044771e-05 4.3651940e-07
 260 5.2789266e+03 3.3280784e+00 2.4582084e-02 7.9271943e+01 4.3873618e-08 8.9295551e-05 4.4956370e-07
 261 5.2559074e+03 3.4332688e+00 2.4757354e-02 8.0758739e+01 4.3689846e-08 8.8551753e-05 4.6253706e-07
 262 5.2324451e+03 3.5407203e+00 2.4932310e-02 8.2227529e+01 4.3507318e-08 8.7813364e-05 4.7543994e-07
 263 5.2085473e+03 3.6504321e+00 2.5106936e-02 8.3678317e+01 4.3326004e-08 8.7080303e-05 4.8827246e-07
 264 5.1842214e+03 3.7623960e+00 2.5281214e-02 8.5109622e+01 4.3145902e-08 8.6352524e-05 5.0103489e-07
 265 5.1594676e+03 3.8765966e+00 2.5455127e-02 8.6522192e+01 4.2967003e-08 8.5630011e-05 5.1372770e-07
 266 5.1342935e+03 3.9930255e+00 2.5628659e-02 8.7913803e+01 4.2789301e-08 8.4912696e-05 5.2635106e-07
 267 5.1087139e+03 4.1116673e+00 2.5801794e-02 8.9283718e+01 4.2612777e-08 8.4200542e-05 5.3890532e-07
 268 5.0827289e+03 4.2325139e+00 2.5974517e-02 9.0632685e+01 4.2437424e-08 8.3493492e-05 5.5139069e-07
 269 5.0563388e+03 4.3555570e+00 2.6146811e-02 9.1958481e+01 4.2263223e-08 8.2791488e-05 5.6380740e-07
 270 5.0295508e+03 4.4807738e+00 2.6318663e-02 9.3261855e+01 4.2090184e-08 8.2094515e-05 5.7615594e-07
 271 5.0023875e+03 4.6081561e+00 2.6490059e-02 9.4540583e+01 4.1918275e-08 8.1402494e-05 5.8843637e-07
 272 4.9748415e+03 4.7376884e+00 2.6660985e-02 9.5795414e+01 4.1747507e-08 8.0715417e-05 6.0064928e-07
 273 4.9469425e+03 4.8693329e+00 2.6831427e-02 9.7024869e+01 4.1577855e-08 8.0033190e-05 6.1279459e-07
 274 4.9186832e+03 5.0030890e+00 2.7001373e-02 9.8229697e+01 4.1409298e-08 7.9355775e-05 6.2487266e-07
 275 4.8900785e+03 5.1389262e+00 2.7170811e-02 9.9407675e+01 4.1241851e-08 7.8683154e-05 6.3688398e-07
 276 4.8611508e+03 5.2768292e+00 2.7339728e-02 1.0055955e+02 4.1075494e-08 7.8015269e-05 6.4882878e-07
 277 4.8319001e+03 5.4167751e+00 2.7508114e-02 1.0168385e+02 4.0910207e-08 7.7352055e-05 6.6070718e-07
 278 4.8023339e+03 5.5587409e+00 2.7675957e-02 1.0277983e+02 4.0745994e-08 7.6693475e-05 6.7251954e-07
 279 4.7724671e+03 5.7026890e+00 2.7843247e-02 1.0384825e+02 4.0582835e-08 7.6039491e-05 6.8426624e-07
 280 4.7423146e+03 5.8485890e+00 2.8009974e-02 1.0488762e+02 4.0420716e-08 7.5390028e-05 6.9594730e-07
 281 4.7118765e+03 5.9964255e+00 2.8176127e-02 1.0589795e+02 4.0259644e-08 7.4745085e-05 7.0756342e-07
 282 4.6811675e+03 6.1461535e+00 2.8341698e-02 1.0687850e+02 4.0099592e-08 7.4104579e-05 7.1911457e-07
 283 4.6502028e+03 6.2977502e+00 2.8506677e-02 1.0782855e+02 3.9940562e-08 7.3468471e-05 7.3060109e-07
 284 4.6189821e+03 6.4511852e+00 2.8671057e-02 1.0874735e+02 3.9782526e-08 7.2836706e-05 7.4202320e-07
 285 4.5875206e+03 6.6064211e+00 2.8834828e-02 1.0963491e+02 3.9625497e-08 7.2209272e-05 7.5338152e-07
 286 4.5558255e+03 6.7634275e+00 2.8997983e-02 1.1049124e+02 3.9469452e-08 7.1586079e-05 7.6467589e-07
 287 4.5239193e+03 6.9221521e+00 2.9160515e-02 1.1131560e+02 3.9314378e-08 7.0967105e-05 7.7590688e-07
 288 4.4918019e+03 7.0825722e+00 2.9322416e-02 1.1210652e+02 3.9160263e-08 7.0352287e-05 7.8707457e-07
 289 4.4594808e+03 7.2446427e+00 2.9483680e-02 1.1286548e+02 3.9007113e-08 6.9741595e-05 7.9817944e-07
 290 4.4269784e+03 7.4083261e+00 2.9644299e-02 1.1359027e+02 3.8854897e-08 6.9134956e-05 8.0922148e-07
 291 4.3943020e+03 7.5735998e+00 2.9804269e-02 1.1428164e+02 3.8703621e-08 6.8532358e-05 8.2020136e-07
 292 4.3614516e+03 7.7403296e+00 2.9963582e-02 1.1493885e+02 3.8553263e-08 6.7933736e-05 8.3111917e-07
 293 4.3284422e+03 7.9085896e+00 3.0122234e-02 1.1556191e+02 3.8403825e-08 6.7339035e-05 8.4197510e-07
 294 4.2952887e+03 8.0783052e+00 3.0280219e-02 1.1614934e+02 3.8255288e-08 6.6748226e-05 8.5276962e-07
 295 4.2619909e+03 8.2493275e+00 3.0437533e-02 1.1670189e+02 3.8107638e-08 6.6161252e-05 8.6350292e-07
 296 4.2285639e+03 8.4217304e+00 3.0594171e-02 1.1721882e+02 3.7960878e-08 6.5578068e-05 8.7417528e-07
 297 4.1950076e+03 8.5953653e+00 3.0750128e-02 1.1769867e+02 3.7814980e-08 6.4998618e-05 8.8478688e-07
 298 4.1613443e+03 8.7702318e+00 3.0905400e-02 1.1814217e+02 3.7669956e-08 6.4422872e-05 8.9533821e-07
 299 4.1275815e+03 8.9462555e+00 3.1059985e-02 1.1854934e+02 3.7525773e-08 6.3850767e-05 9.0582934e-07
 300 4.0937266e+03 9.1233619e+00 3.1213878e-02 1.1891944e+02 3.7382439e-08 6.3282271e-05 9.1626077e-07
 301 4.0597944e+03 9.3016252e+00 3.1367077e-02 1.1925248e+02 3.7239937e-08 6.2717332e-05 9.2663175e-07
 302 4.0257998e+03 9.4808224e+00 3.1519579e-02 1.1954846e+02 3.7098258e-08 6.2155965e-05 9.3693876e-07
 303 3.9917501e+03 9.6610277e+00 3.1671382e-02 1.1980741e+02 3.6957394e-08 6.1598165e-05 9.4717703e-07
 304 3.9576603e+03 9.8421667e+00 3.1822483e-02 1.2002932e+02 3.6817350e-08 6.1043948e-05 9.5734211e-07
 305 3.9235450e+03 1.0024165e+01 3.1972882e-02 1.2021346e+02 3.6678114e-08 6.0493331e-05 9.6742957e-07
 306 3.8894042e+03 1.0207023e+01 3.2122576e-02 1.2035985e+02 3.6539679e-08 5.9946309e-05 9.7743463e-07
 307 3.8552602e+03 1.0390592e+01 3.2271565e-02 1.2046849e+02 3.6402030e-08 5.9402885e-05 9.8735261e-07
 308 3.8211203e+03 1.0574871e+01 3.2419849e-02 1.2053939e+02 3.6265183e-08 5.8863103e-05 9.9717955e-07
 309 3.7869920e+03 1.0759787e+01 3.2567428e-02 1.2057256e+02 3.6129120e-08 5.8326945e-05 1.0069104e-06
 310 3.7528751e+03 1.0945192e+01 3.2714301e-02 1.2056801e+02 3.5993827e-08 5.7794420e-05 1.0165407e-06
 311 3.7187993e+03 1.1131159e+01 3.2860470e-02 1.2052426e+02 3.5859313e-08 5.7265537e-05 1.0260658e-06
 312 3.6847572e+03 1.1317540e+01 3.3005937e-02 1.2044281e+02 3.5725566e-08 5.6740334e-05 1.0354817e-06
 313 3.6507709e+03 1.1504335e+01 3.3150702e-02 1.2032292e+02 3.5592579e-08 5.6218786e-05 1.0447832e-06
 314 3.6168479e+03 1.1691397e+01 3.3294768e-02 1.2016461e+02 3.5460337e-08 5.5700909e-05 1.0539659e-06
 315 3.5829881e+03 1.1878650e+01 3.3438138e-02 1.1996787e+02 3.5328862e-08 5.5186727e-05 1.0630255e-06
 316 3.5492136e+03 1.2066170e+01 3.3580816e-02 1.1973273e+02 3.5198112e-08 5.4676228e-05 1.0719570e-06
 317 3.5155319e+03 1.2253734e+01 3.3722804e-02 1.1945992e+02 3.5068112e-08 5.4169454e-05 1.0807566e-06
 318 3.4819577e+03 1.2441342e+01 3.3864107e-02 1.1914872e+02 3.4938835e-08 5.3666371e-05 1.0894187e-06
 319 3.4484910e+03 1.2628920e+01 3.4004731e-02 1.1879913e+02 3.4810284e-08 5.3167026e-05 1.0979397e-06
 320 3.4151391e+03 1.2816469e+01 3.4144680e-02 1.1841191e+02 3.4682468e-08 5.2671422e-05 1.1063149e-06
 321 3.3819317e+03 1.3003840e+01 3.4283962e-02 1.1798705e+02 3.4555342e-08 5.2179544e-05 1.1145391e-06
 322 3.3488538e+03 1.3190960e+01 3.4422581e-02 1.1752384e+02 3.4428949e-08 5.1691432e-05 1.1226085e-06
 323 3.3159351e+03 1.3377755e+01 3.4560546e-02 1.1702301e+02 3.4303241e-08 5.1207076e-05 1.1305181e-06
 324 3.2831680e+03 1.3564150e+01 3.4697865e-02 1.1648532e+02 3.4178238e-08 5.0726488e-05 1.1382634e-06
 325 3.2505748e+03 1.3750148e+01 3.4834546e-02 1.1591002e+02 3.4053917e-08 5.0249681e-05 1.1458400e-06
 326 3.2181553e+03 1.3935673e+01 3.4970598e-02 1.1529788e+02 3.3930290e-08 4.9776666e-05 1.1532433e-06
 327 3.1859243e+03 1.4120578e+01 3.5106031e-02 1.1464815e+02 3.3807341e-08 4.9307459e-05 1.1604689e-06
 328 3.1538892e+03 1.4304788e+01 3.5240855e-02 1.1396159e+02 3.3685058e-08 4.8842050e-05 1.1675119e-06
 329 3.1220572e+03 1.4488306e+01 3.5375081e-02 1.1323968e+02 3.3563442e-08 4.8380461e-05 1.1743680e-06
 330 3.0904431e+03 1.4670983e+01 3.5508721e-02 1.1248094e+02 3.3442496e-08 4.7922697e-05 1.1810325e-06
 331 3.0590469e+03 1.4852819e+01 3.5641787e-02 1.1168613e+02 3.3322202e-08 4.7468777e-05 1.1875010e-06
 332 3.0278833e+03 1.5033741e+01 3.5774292e-02 1.1085525e+02 3.3202558e-08 4.7018706e-05 1.1937691e-06
 333 2.9969520e+03 1.5213601e+01 3.5906249e-02 1.0998979e+02 3.3083558e-08 4.6572488e-05 1.1998319e-06
 334 2.9662680e+03 1.5392400e+01 3.6037672e-02 1.0908901e+02 3.2965197e-08 4.6130137e-05 1.2056850e-06
 335 2.9358459e+03 1.5569990e+01 3.6168576e-02 1.0815366e+02 3.2847468e-08 4.5691658e-05 1.2113238e-06
 336 2.9056856e+03 1.5746373e+01 3.6298977e-02 1.0718375e+02 3.2730359e-08 4.5257066e-05 1.2167439e-06
 337 2.8757944e+03 1.5921473e+01 3.6428889e-02 1.0618076e+02 3.2613879e-08 4.4826370e-05 1.2219407e-06
 338 2.8461796e+03 1.6095219e+01 3.6558329e-02 1.0514395e+02 3.2498007e-08 4.4399575e-05 1.2269095e-06
 339 2.8168559e+03 1.6267537e+01 3.6687314e-02 1.0407482e+02 3.2382752e-08 4.3976690e-05 1.2316458e-06
 340 2.7878307e+03 1.6438428e+01 3.6815862e-02 1.0297337e+02 3.2268104e-08 4.3557740e-05 1.2361454e-06
 341 2.7591038e+03 1.6607669e+01 3.6943989e-02 1.0183960e+02 3.2154039e-08 4.3142713e-05 1.2404033e-06
 342 2.7306824e+03 1.6775262e+01 3.7071715e-02 1.0067352e+02 3.2040575e-08 4.2731631e-05 1.2444151e-06
 343 2.7025739e+03 1.6941134e+01 3.7199057e-02 9.9476604e+01 3.1927697e-08 4.2324502e-05 1.2481764e-06
 344 2.6747782e+03 1.7105137e+01 3.7326036e-02 9.8248123e+01 3.1815392e-08 4.1921322e-05 1.2516822e-06
 345 2.6473024e+03 1.7267272e+01 3.7452670e-02 9.6988818e+01 3.1703669e-08 4.1522133e-05 1.2549289e-06
 346 2.6201540e+03 1.7427391e+01 3.7578979e-02 9.5698691e+01 3.1592509e-08 4.1126907e-05 1.2579108e-06
 347 2.5933327e+03 1.7585497e+01 3.7704983e-02 9.4378487e+01 3.1481915e-08 4.0735677e-05 1.2606240e-06
 348 2.5668459e+03 1.7741366e+01 3.7830704e-02 9.3028206e+01 3.1371879e-08 4.0348454e-05 1.2630642e-06
 349 2.5407083e+03 1.7895149e+01 3.7956161e-02 9.1650078e+01 3.1262396e-08 3.9965231e-05 1.2652262e-06
 350 2.5149196e+03 1.8046698e+01 3.8081375e-02 9.0243361e+01 3.1153450e-08 3.9586024e-05 1.2671057e-06
 351 2.4894947e+03 1.8196015e+01 3.8206368e-02 8.8809540e+01 3.1045053e-08 3.9210832e-05 1.2687017e-06
 352 2.4644407e+03 1.8343027e+01 3.8331161e-02 8.7349364e+01 3.0937197e-08 3.8839570e-05 1.2700259e-06
 353 2.4397577e+03 1.8487659e+01 3.8455776e-02 8.5862839e+01 3.0829861e-08 3.8472127e-05 1.2710930e-06
 354 2.4154528e+03 1.8629912e+01 3.8580234e-02 8.4352199e+01 3.0723062e-08 3.8108412e-05 1.2719184e-06
 355 2.3915407e+03 1.8769640e+01 3.8704557e-02 8.2816706e+01 3.0616788e-08 3.7748319e-05 1.2725171e-06
 356 2.3680140e+03 1.8906844e+01 3.8828767e-02 8.1257109e+01 3.0511038e-08 3.7391762e-05 1.2729045e-06
 357 2.3448799e+03 1.9041449e+01 3.8952885e-02 7.9674153e+01 3.0405810e-08 3.7038621e-05 1.2730952e-06
 358 2.3221456e+03 1.9173383e+01 3.9076934e-02 7.8068587e+01 3.0301092e-08 3.6688801e-05 1.2731044e-06
 359 2.2998111e+03 1.9302498e+01 3.9200936e-02 7.6440414e+01 3.0196890e-08 3.6342202e-05 1.2729472e-06
 360 2.2778763e+03 1.9428795e+01 3.9324912e-02 7.4791124e+01 3.0093211e-08 3.5998731e-05 1.2726389e-06
 361 2.2563484e+03 1.9552201e+01 3.9448885e-02 7.3119680e+01 2.9990026e-08 3.5658279e-05 1.2721944e-06
 362 2.2352272e+03 1.9672643e+01 3.9572875e-02 7.1427941e+01 2.9887354e-08 3.5320745e-05 1.2716286e-06
 363 2.2145276e+03 1.9790047e+01 3.9696906e-02 6.9716504e+01 2.9785180e-08 3.4986033e-05 1.2709569e-06
 364 2.1942346e+03 1.9904416e+01 3.9820998e-02 6.7986040e+01 2.9683506e-08 3.4654048e-05 1.2701944e-06
 365 2.1743703e+03 2.0015674e+01 3.9945173e-02 6.6237369e+01 2.9582329e-08 3.4324670e-05 1.2693556e-06
 366 2.1549271e+03 2.0123751e+01 4.0069452e-02 6.4471308e+01 2.9481633e-08 3.3997813e-05 1.2684560e-06
 367 2.1359125e+03 2.0228645e+01 4.0193857e-02 6.2688527e+01 2.9381435e-08 3.3673381e-05 1.2675109e-06
 368 2.1173263e+03 2.0330211e+01 4.0318409e-02 6.0889919e+01 2.9281724e-08 3.3351263e-05 1.2665351e-06
 369 2.0991683e+03 2.0428597e+01 4.0443129e-02 5.9076226e+01 2.9182499e-08 3.3031364e-05 1.2655437e-06
 370 2.0814534e+03 2.0523508e+01 4.0568038e-02 5.7248118e+01 2.9083741e-08 3.2713575e-05 1.2645515e-06
 371 2.0641665e+03 2.0615168e+01 4.0693155e-02 5.5406485e+01 2.8985467e-08 3.2397803e-05 1.2635739e-06
 372 2.0473225e+03 2.0703281e+01 4.0818503e-02 5.3551995e+01 2.8887664e-08 3.2083945e-05 1.2626258e-06
 373 2.0309139e+03 2.0787997e+01 4.0944100e-02 5.1685465e+01 2.8790332e-08 3.1771911e-05 1.2617227e-06
 374 2.0149478e+03 2.0869241e+01 4.1069967e-02 4.9807711e+01 2.8693468e-08 3.1461582e-05 1.2608790e-06
 375 1.9994170e+03 2.0946942e+01 4.1196124e-02 4.7919324e+01 2.8597065e-08 3.1152868e-05 1.2601101e-06
 376 1.9843286e+03 2.1021027e+01 4.1322591e-02 4.6021195e+01 2.8501117e-08 3.0845665e-05 1.2594310e-06
 377 1.9696901e+03 2.1091495e+01 4.1449388e-02 4.4113990e+01 2.8405634e-08 3.0539877e-05 1.2588569e-06
 378 1.9554865e+03 2.1158275e+01 4.1576532e-02 4.2198448e+01 2.8310603e-08 3.0235402e-05 1.2584028e-06
 379 1.9417326e+03 2.1221292e+01 4.1704045e-02 4.0275385e+01 2.8216024e-08 2.9932141e-05 1.2580839e-06
 380 1.9284283e+03 2.1280549e+01 4.1831944e-02 3.8345539e+01 2.8121894e-08 2.9629989e-05 1.2579149e-06
 381 1.9155661e+03 2.1336046e+01 4.1960249e-02 3.6409576e+01 2.8028200e-08 2.9328839e-05 1.2579108e-06
 382 1.9031535e+03 2.1387562e+01 4.2088978e-02 3.4468308e+01 2.7934955e-08 2.9028611e-05 1.2580874e-06
 383 1.8911902e+03 2.1435321e+01 4.2218150e-02 3.2522549e+01 2.7842143e-08 2.8729184e-05 1.2584589e-06
 384 1.8796689e+03 2.1479174e+01 4.2347783e-02 3.0573184e+01 2.7749777e-08 2.8430471e-05 1.2590411e-06
 385 1.8685895e+03 2.1519124e+01 4.2477895e-02 2.8620953e+01 2.7657829e-08 2.8132359e-05 1.2598482e-06
 386 1.8579593e+03 2.1555245e+01 4.2608505e-02 2.6666816e+01 2.7566317e-08 2.7834764e-05 1.2608962e-06
 387 1.8477784e+03 2.1587464e+01 4.2739630e-02 2.4711510e+01 2.7475231e-08 2.7537574e-05 1.2621996e-06
 388 1.8380317e+03 2.1615858e+01 4.2871288e-02 2.2755919e+01 2.7384567e-08 2.7240690e-05 1.2637736e-06
 389 1.8287267e+03 2.1640351e+01 4.3003497e-02 2.0800857e+01 2.7294323e-08 2.6944015e-05 1.2656333e-06
 390 1.8198634e+03 2.1660946e+01 4.3136274e-02 1.8847132e+01 2.7204497e-08 2.6647448e-05 1.2677937e-06
 391 1.8114416e+03 2.1677644e+01 4.3269636e-02 1.6895555e+01 2.7115075e-08 2.6350876e-05 1.2702694e-06
 392 1.8034465e+03 2.1690370e+01 4.3403601e-02 1.4946937e+01 2.7026068e-08 2.6054214e-05 1.2730761e-06
 393 1.7958929e+03 2.1699201e+01 4.3538185e-02 1.3002013e+01 2.6937469e-08 2.5757362e-05 1.2762290e-06
 394 1.7887659e+03 2.1704063e+01 4.3673406e-02 1.1061519e+01 2.6849275e-08 2.5460216e-05 1.2797428e-06
 395 1.7820655e+03 2.1704883e+01 4.3809280e-02 9.1263365e+00 2.6761480e-08 2.5162670e-05 1.2836324e-06
 396 1.7757915e+03 2.1701810e+01 4.3945824e-02 7.1971945e+00 2.6674077e-08 2.4864627e-05 1.2879130e-06
 397 1.7699367e+03 2.1694697e+01 4.4083055e-02 5.2748864e+00 2.6587077e-08 2.4565988e-05 1.2925997e-06
 398 1.7645082e+03 2.1683617e+01 4.4220988e-02 3.3601537e+00 2.6500465e-08 2.4266651e-05 1.2977075e-06
 399 1.7594988e+03 2.1668500e+01 4.4359640e-02 1.4537751e+00 2.6414240e-08 2.3966515e-05 1.3032514e-06
 400 1.7549084e+03 2.1649492e+01 4.4499027e-02 -4.4349060e-01 2.6328394e-08 2.3665484e-05 1.3092467e-06
 401 1.7507368e+03 2.1626447e+01 4.4639164e-02 -2.3308898e+00 2.6242944e-08 2.3363496e-05 1.3157018e-06
 402 1.7469767e+03 2.1599441e+01 4.4780067e-02 -4.2076546e+00 2.6157861e-08 2.3060612e-05 1.3225964e-06
 403 1.7436279e+03 2.1568550e+01 4.4921751e-02 -6.0730448e+00 2.6073160e-08 2.2756962e-05 1.3299053e-06
 404 1.7406903e+03 2.1533700e+01 4.5064232e-02 -7.9262727e+00 2.5988837e-08 2.2452658e-05 1.3376021e-06
 405 1.7381490e+03 2.1494894e+01 4.5207524e-02 -9.7665958e+00 2.5904890e-08 2.2147812e-05 1.3456609e-06
 406 1.7360040e+03 2.1452282e+01 4.5351642e-02 -1.1593338e+01 2.5821309e-08 2.1842529e-05 1.3540549e-06
 407 1.7342551e+03 2.1405790e+01 4.5496599e-02 -1.3405624e+01 2.5738110e-08 2.1536941e-05 1.3627589e-06
 408 1.7328949e+03 2.1355347e+01 4.5642411e-02 -1.5202725e+01 2.5655276e-08 2.1231151e-05 1.3717464e-06
 409 1.7319084e+03 2.1301176e+01 4.5789090e-02 -1.6983915e+01 2.5572806e-08 2.0925269e-05 1.3809908e-06
 410 1.7313104e+03 2.1243204e+01 4.5936650e-02 -1.8748392e+01 2.5490707e-08 2.0619420e-05 1.3904669e-06
 411 1.7310711e+03 2.1181434e+01 4.6085104e-02 -2.0495653e+01 2.5408972e-08 2.0313709e-05 1.4001478e-06
 412 1.7312053e+03 2.1115940e+01 4.6234464e-02 -2.2224896e+01 2.5327601e-08 2.0008255e-05 1.4100078e-06
 413 1.7317056e+03 2.1046724e+01 4.6384742e-02 -2.3935617e+01 2.5246593e-08 1.9703172e-05 1.4200208e-06
